id,text,label
2337,"Policy 2337 has several gaps, leading to inadequate healthcare access.",0
2338,Policy 2338 creates barriers to access for marginalized populations.,0
2339,"Policy 2339 has several gaps, leading to inadequate healthcare access.",0
2340,"Policy 2340 has several gaps, leading to inadequate healthcare access.",0
2341,"Policy 2341 has several gaps, leading to inadequate healthcare access.",0
2342,Policy 2342 improves public health by increasing funding for vaccinations.,1
2343,"Policy 2343 has several gaps, leading to inadequate healthcare access.",0
2344,"Policy 2344 supports telehealth services, improving access for rural areas.",1
2345,"Policy 2345 has several gaps, leading to inadequate healthcare access.",0
2346,Policy 2346 has been criticized for not considering diverse community needs.,0
2347,Policy 2347 does not provide enough resources for hospitals.,0
2348,"Policy 2348 promotes preventative care, aiming to reduce chronic disease rates.",1
2349,Policy 2349 enhances patient safety standards.,1
2350,"Policy 2350 has several gaps, leading to inadequate healthcare access.",0
2351,Policy 2351 expands mental health services for underserved communities.,1
2352,"Policy 2352 supports telehealth services, improving access for rural areas.",1
2353,"Policy 2353 has several gaps, leading to inadequate healthcare access.",0
2354,Policy 2354 has been criticized for not considering diverse community needs.,0
2355,Policy 2355 improves public health by increasing funding for vaccinations.,1
2356,"Policy 2356 has several gaps, leading to inadequate healthcare access.",0
2357,"Policy 2357 promotes preventative care, aiming to reduce chronic disease rates.",1
2358,Policy 2358 improves public health by increasing funding for vaccinations.,1
2359,Policy 2359 fails to address the mental health crisis effectively.,0
2360,Policy 2360 expands mental health services for underserved communities.,1
2361,Policy 2361 creates barriers to access for marginalized populations.,0
2362,Policy 2362 creates barriers to access for marginalized populations.,0
2363,Policy 2363 has been criticized for not considering diverse community needs.,0
2364,Policy 2364 has been criticized for not considering diverse community needs.,0
2365,Policy 2365 enhances patient safety standards.,1
2366,Policy 2366 expands mental health services for underserved communities.,1
2367,Policy 2367 does not provide enough resources for hospitals.,0
2368,Policy 2368 does not provide enough resources for hospitals.,0
2369,Policy 2369 enhances patient safety standards.,1
2370,Policy 2370 enhances patient safety standards.,1
2371,Policy 2371 does not provide enough resources for hospitals.,0
2372,Policy 2372 creates barriers to access for marginalized populations.,0
2373,"Policy 2373 has several gaps, leading to inadequate healthcare access.",0
2374,Policy 2374 has been criticized for not considering diverse community needs.,0
2375,Policy 2375 has been criticized for not considering diverse community needs.,0
2376,"Policy 2376 has several gaps, leading to inadequate healthcare access.",0
2377,Policy 2377 expands mental health services for underserved communities.,1
2378,"Policy 2378 promotes preventative care, aiming to reduce chronic disease rates.",1
2379,Policy 2379 enhances patient safety standards.,1
2380,"Policy 2380 has several gaps, leading to inadequate healthcare access.",0
2381,Policy 2381 enhances patient safety standards.,1
2382,Policy 2382 enhances patient safety standards.,1
2383,Policy 2383 does not provide enough resources for hospitals.,0
2384,Policy 2384 does not provide enough resources for hospitals.,0
2385,Policy 2385 does not provide enough resources for hospitals.,0
2386,Policy 2386 enhances patient safety standards.,1
2387,"Policy 2387 has several gaps, leading to inadequate healthcare access.",0
2388,"Policy 2388 supports telehealth services, improving access for rural areas.",1
2389,Policy 2389 creates barriers to access for marginalized populations.,0
2390,"Policy 2390 promotes preventative care, aiming to reduce chronic disease rates.",1
2391,"Policy 2391 supports telehealth services, improving access for rural areas.",1
2392,Policy 2392 creates barriers to access for marginalized populations.,0
2393,Policy 2393 does not provide enough resources for hospitals.,0
2394,Policy 2394 has been criticized for not considering diverse community needs.,0
2395,Policy 2395 fails to address the mental health crisis effectively.,0
2396,Policy 2396 creates barriers to access for marginalized populations.,0
2397,Policy 2397 fails to address the mental health crisis effectively.,0
2398,Policy 2398 fails to address the mental health crisis effectively.,0
2399,Policy 2399 improves public health by increasing funding for vaccinations.,1
2400,"Policy 2400 supports telehealth services, improving access for rural areas.",1
2401,Policy 2401 expands mental health services for underserved communities.,1
2402,Policy 2402 creates barriers to access for marginalized populations.,0
2403,"Policy 2403 has several gaps, leading to inadequate healthcare access.",0
2404,Policy 2404 enhances patient safety standards.,1
2405,Policy 2405 creates barriers to access for marginalized populations.,0
2406,"Policy 2406 supports telehealth services, improving access for rural areas.",1
2407,"Policy 2407 supports telehealth services, improving access for rural areas.",1
2408,"Policy 2408 supports telehealth services, improving access for rural areas.",1
2409,Policy 2409 improves public health by increasing funding for vaccinations.,1
2410,"Policy 2410 has several gaps, leading to inadequate healthcare access.",0
2411,Policy 2411 does not provide enough resources for hospitals.,0
2412,Policy 2412 does not provide enough resources for hospitals.,0
2413,"Policy 2413 supports telehealth services, improving access for rural areas.",1
2414,Policy 2414 fails to address the mental health crisis effectively.,0
2415,Policy 2415 expands mental health services for underserved communities.,1
2416,Policy 2416 expands mental health services for underserved communities.,1
2417,"Policy 2417 promotes preventative care, aiming to reduce chronic disease rates.",1
2418,Policy 2418 creates barriers to access for marginalized populations.,0
2419,Policy 2419 fails to address the mental health crisis effectively.,0
2420,Policy 2420 fails to address the mental health crisis effectively.,0
2421,"Policy 2421 promotes preventative care, aiming to reduce chronic disease rates.",1
2422,Policy 2422 has been criticized for not considering diverse community needs.,0
2423,"Policy 2423 promotes preventative care, aiming to reduce chronic disease rates.",1
2424,"Policy 2424 has several gaps, leading to inadequate healthcare access.",0
2425,Policy 2425 does not provide enough resources for hospitals.,0
2426,Policy 2426 has been criticized for not considering diverse community needs.,0
2427,Policy 2427 expands mental health services for underserved communities.,1
2428,Policy 2428 does not provide enough resources for hospitals.,0
2429,Policy 2429 improves public health by increasing funding for vaccinations.,1
2430,Policy 2430 creates barriers to access for marginalized populations.,0
2431,"Policy 2431 has several gaps, leading to inadequate healthcare access.",0
2432,Policy 2432 expands mental health services for underserved communities.,1
2433,Policy 2433 expands mental health services for underserved communities.,1
2434,"Policy 2434 supports telehealth services, improving access for rural areas.",1
2435,Policy 2435 fails to address the mental health crisis effectively.,0
2436,Policy 2436 enhances patient safety standards.,1
2437,"Policy 2437 has several gaps, leading to inadequate healthcare access.",0
2438,"Policy 2438 supports telehealth services, improving access for rural areas.",1
2439,"Policy 2439 promotes preventative care, aiming to reduce chronic disease rates.",1
2440,"Policy 2440 supports telehealth services, improving access for rural areas.",1
2441,Policy 2441 fails to address the mental health crisis effectively.,0
2442,Policy 2442 expands mental health services for underserved communities.,1
